gene_name	ko
MH0055_GL0013011	K07727
H_P2_gene_186936	K07718
H_P2_gene_186936	K07704
V1.UC2-4_GL0053038	K21600
MH0031_GL0018471	K16363
MH0055_GL0049019	K00656
MH0131_GL0152271	K06168
MH0055_GL0001934	K03543
765074482-stool2_GL0003473	K00658
MH0162_GL0009272	K01681
L115_gene_73915	K18302
L115_gene_73915	K21137
N006A_GL0030762	K10804
MH0238_GL0084629	K03110
V1.CD41-0_GL0017031	K20373
AS37:gene_id_21514	K03565
H_P2_gene_206903	K00948
MH0131_GL0044741	K00533
MH0131_GL0044741	K17997
MH0131_GL0044741	K00336
MH0131_GL0044741	K00532
MH0055_GL0021660	K01868
MH0238_GL0046221	K00548
MH0429_GL0092743	K21572
MH0283_GL0050287	K20021
T2D-65A_GL0029343	K01452
T2D-65A_GL0029343	K01567
T2D-65A_GL0029343	K14659
H_P2_gene_195431	K01784
H_P2_gene_195431	K21009
MH0246_GL0037678	K21572
MH0274_GL0031456	K02316
SRA02_contig:gene_id_4780	K01873
MH0138_GL0048645	K03574
MH0132_GL0063003	K03076
MH0055_GL0026322	K07137
AS34:gene_id_32491	K07154
AS34:gene_id_32491	K03183
AS34:gene_id_32491	K05928
AS34:gene_id_32491	K18897
AS34:gene_id_32491	K11434
159227541-stool3_GL0014626	K00133
MH0013_GL0004487	K01216
MH0013_GL0004487	K01186
MH0013_GL0004487	K12373
RA05_contig:gene_id_83038	K18929
MH0387_GL0106740	K03100
NLM025_GL0020116	K03564
H91_gene_5187	K02313
AS104:gene_id_17435	K21449
O2.UC15-1_GL0003560	K06384
MH0357_GL0140928	K21471
HD-67:gene_id_2067	K01897
MH0416_GL0085518	K21064
AS34:gene_id_34964	K18954
AS34:gene_id_34964	K02508
MH0055_GL0056109	K07139
MH0001_GL0016675	K00558
MH0088_GL0044343	K04761
MH0088_GL0044343	K09681
MH0088_GL0044343	K19242
MH0088_GL0044343	K11921
MH0088_GL0044343	K17737
MH0088_GL0044343	K19338
MH0211_GL0107660	K21573
MH0094_GL0001256	K21572
MH0238_GL0066200	K00041
MH0426_GL0010613	K01206
MH0055_GL0059723	K01358
O2.UC15-2_GL0134137	K21471
L49_gene_15854	K18682
T2D-102A_GL0135762	K07088
MH0055_GL0058066	K00012
H91_gene_76532	K09808
MH0400_GL0052427	K01955
MH0400_GL0052427	K14755
MH0400_GL0052427	K01738
MH0400_GL0052427	K01755
MH0404_GL0119340	K01278
MH0404_GL0119340	K18574
RA10_contig:gene_id_310104	K02004
160178356-stool1_GL0056443	K02003
O2.UC8-0_GL0054772	K02621
L103_gene_129740	K21573
MH0238_GL0067528	K02939
T2D-45A_GL0008770	K02931
MH0094_GL0082755	K02066
MH0109_GL0078618	K03536
MH0238_GL0144007	K07139
DOM025_GL0042021	K06373
DOM025_GL0042021	K06374
MH0238_GL0012296	K00075
MH0238_GL0061038	K11720
MH0055_GL0010409	K06889
MH0049_GL0025205	K09607
MH0350_GL0143198	K01610
MH0046_GL0014381	K21573
MH0113_GL0004502	K02916
MH0094_GL0101137	K15635
764325968-stool2_GL0096740	K07165
MH0041_GL0039734	K18369
MH0041_GL0039734	K00001
MH0026_GL0035055	K07124
MH0026_GL0035055	K16652
MH0026_GL0035055	K11165
MH0026_GL0035055	K11166
MH0026_GL0035055	K00039
MH0238_GL0046628	K00426
SRA01_contig:gene_id_62703	K02111
V1.UC9-0_GL0017703	K00763
O2.UC49-0_GL0115080	K01667
AS133:gene_id_28732	K00876
MH0318_GL0204623	K07138
MH0161_GL0129554	K01620
HD-26:gene_id_38574	K03498
MH0404_GL0065504	K21572
MH0238_GL0192110	K09458
L104_gene_71875	K02113
V1.CD8-0-PN_GL0046377	K19789
AS62:gene_id_28942	K18855
AS62:gene_id_28942	K00010
AS62:gene_id_28942	K00214
AS62:gene_id_28942	K18067
AS62:gene_id_28942	K16044
L104_gene_138582	K18138
O2.UC36-1_GL0057662	K01746
O2.UC36-1_GL0057662	K13990
H78_gene_5142	K01897
MH0337_GL0112704	K06412
V1.UC64-0_GL0155821	K01870
HD-32:gene_id_7866	K02563
O2.UC24-2_GL0016066	K00241
MH0319_GL0084623	K01811
V1.UC49-1_GL0100106	K00648
S_P2_gene_316454	K00297
AS34:gene_id_28918	K01785
RA02_contig:gene_id_54057	K12264
MH0031_GL0024219	K07636
SRA00_contig:gene_id_489402	K16089
675950834-stool1_GL0049180	K13310
675950834-stool1_GL0049180	K13017
675950834-stool1_GL0049180	K13010
675950834-stool1_GL0049180	K16436
MH0428_GL0132533	K07165
SRA02_contig:gene_id_151024	K01889
MH0230_GL0074392	K03723
MH0055_GL0049025	K07322
MH0055_GL0049025	K02479
MH0055_GL0049025	K11618
MH0055_GL0049025	K07696
MH0055_GL0037394	K03718
V1.FI06_GL0202953	K00355
V1.UC21-0_GL0007307	K01278
N029A_GL0010984	K03338
MH0389_GL0081445	K08218
MH0094_GL0049780	K15727
MH0013_GL0021355	K19997
V1.UC25-0_GL0005725	K09816
MH0198_GL0154207	K00537
H_P2_gene_555994	K07718
RA12_contig:gene_id_176857	K01113
RA12_contig:gene_id_176857	K18424
RA12_contig:gene_id_176857	K18398
RA12_contig:gene_id_176857	K12354
RA12_contig:gene_id_176857	K19670
RA12_contig:gene_id_176857	K01513
RA12_contig:gene_id_176857	K05310
MH0400_GL0019033	K02527
O2.UC36-0_GL0070494	K03315
O2.UC36-0_GL0070494	K18218
MH0224_GL0137406	K12257
MH0055_GL0056122	K01993
V1.FI04_GL0173905	K02014
V1.FI04_GL0173905	K21573
SRA00_contig:gene_id_178876	K00798
MH0062_GL0072369	K07165
SRA02_contig:gene_id_44543	K12994
MH0357_GL0163826	K21573
O2.UC18-1_GL0112694	K13747
MH0055_GL0021492	K01735
MH0055_GL0034908	K01200
O2.UC36-0_GL0060906	K07076
MH0188_GL0104486	K06147
MH0188_GL0104486	K01051
MH0188_GL0104486	K01046
MH0188_GL0104486	K15923
MH0188_GL0104486	K15889
MH0188_GL0104486	K01432
MH0188_GL0104486	K01066
L70_gene_62048	K01303
L70_gene_62048	K12854
L70_gene_62048	K01278
RA08_contig:gene_id_23531	K02051
MH0104_GL0112758	K09022
MH0013_GL0032706	K13006
160319967-stool1_GL0060957	K03088
O2.UC56-2_GL0027974	K06206
MH0192_GL0112109	K02035
MH0189_GL0143512	K01854
Unknow_GL0217642	K02907
MH0246_GL0028208	K02314
V1.FI26_GL0117994	K00926
MH0355_GL0227557	K02887
AS134:gene_id_40154	K01190
AS18:gene_id_45911	K05815
MH0407_GL0014367	K08681
O2.UC2-0_GL0001242	K01126
MH0238_GL0038448	K07456
MH0094_GL0038058	K02529
MH0196_GL0046132	K15460
MH0196_GL0046132	K07461
V1.UC21-4_GL0109606	K02099
V1.UC21-4_GL0109606	K02855
V1.UC21-4_GL0109606	K02016
V1.UC21-4_GL0109606	K07506
V1.UC21-4_GL0109606	K07720
V1.UC21-4_GL0109606	K02854
765701615-stool1_GL0211797	K06921
MH0001_GL0009895	K21557
O2.CD1-0-PT_GL0116108	K01338
MH0005_GL0000400	K00571
MH0455_GL0102520	K21600
MH0071_GL0008479	K06881
N104A_GL0069966	K03387
MH0283_GL0026391	K03595
H99_gene_1633	K03580
H99_gene_1633	K07316
SRA03_contig:gene_id_91685	K00992
SRA03_contig:gene_id_91685	K00966
SRA03_contig:gene_id_91685	K16881
HT8A_GL0085064	K03711
MH0428_GL0026732	K03530
MH0224_GL0044127	K05936
MH0108_GL0106750	K02523
HD-58:gene_id_28694	K20021
MH0055_GL0065187	K02038
MH0404_GL0092982	K10947
MH0001_GL0008105	K09015
H45_gene_39346	K01629
O2.UC51-2_GL0183579	K21573
N088A_GL0002027	K19616
N088A_GL0002027	K13924
N088A_GL0002027	K07679
N088A_GL0002027	K05962
N088A_GL0002027	K11527
N088A_GL0002027	K03320
N088A_GL0002027	K07678
N088A_GL0002027	K20974
N088A_GL0002027	K11357
V1.UC26-4_GL0169050	K06996
MH0238_GL0174695	K10773
MH0355_GL0119550	K02548
MH0108_GL0095346	K01945
MH0055_GL0051766	K01755
MH0245_GL0065443	K03154
MH0227_GL0011342	K07316
H90_gene_15976	K03733
AS34:gene_id_26629	K03332
O2.UC2-1_GL0106926	K15212
O2.UC2-1_GL0106926	K07114
O2.UC2-1_GL0106926	K07478
O2.UC2-1_GL0106926	K15261
O2.UC2-1_GL0106926	K15260
O2.UC8-1_GL0144026	K01868
O2.UC11-2_GL0040268	K16924
764892411-stool1_GL0032979	K04069
L21_gene_28324	K01925
MH0355_GL0177351	K02988
T2D-6A_GL0074152	K06196
T2D-6A_GL0074152	K17609
T2D-6A_GL0074152	K02199
MH0128_GL0010335	K06919
L104_gene_88780	K02015
L123_gene_52070	K04744
MH0094_GL0021255	K02470
MH0055_GL0065185	K02039
MH0428_GL0077433	K02014
MH0188_GL0105538	K01934
O2.UC48-1_GL0190708	K07058
O2.UC41-0_GL0002531	K03569
AS127:gene_id_64793	K02687
MH0046_GL0006801	K03564
MH0046_GL0006801	K02199
MH0046_GL0006801	K06196
AS134:gene_id_33765	K03286
AS134:gene_id_33765	K02275
MH0003_GL0068876	K16150
O2.UC28-1_GL0185397	K03522
MH0055_GL0072165	K02003
L115_gene_64463	K04759
S_P1_gene_496461	K05832
V1.UC21-0_GL0040577	K03582
V1.UC21-0_GL0040577	K01144
MH0055_GL0059272	K01835
O2.UC60-2_GL0110211	K06168
MH0400_GL0019106	K07317
MH0400_GL0019106	K00571
MH0055_GL0019433	K01591
MH0238_GL0175297	K01501
V1.FI20_GL0241098	K00331
MH0055_GL0062581	K03770
AS37:gene_id_23343	K15460
AS37:gene_id_27603	K00133
L65_gene_101840	K11383
L65_gene_101840	K07636
L65_gene_101840	K07652
L65_gene_101840	K07651
MH0094_GL0060044	K07741
V1.UC52-0_GL0049562	K19802
MH0336_GL0076241	K18540
V1.FI26_GL0028658	K07056
MH0238_GL0022296	K20866
MH0238_GL0022296	K21063
L56_gene_28671	K13730
L56_gene_28671	K13735
L56_gene_28671	K02599
L56_gene_28671	K17495
L56_gene_28671	K08884
L56_gene_28671	K00428
L56_gene_28671	K12035
AS34:gene_id_26773	K03592
MH0238_GL0106563	K00793
DLM001_GL0028986	K21572
MH0246_GL0114791	K00033
MH0311_GL0055741	K01534
MH0188_GL0024090	K06383
MH0055_GL0008238	K03296
T2D-113A_GL0016090	K19423
T2D-113A_GL0016090	K20444
T2D-113A_GL0016090	K16698
HD-43:gene_id_9377	K03088
MH0316_GL0101645	K21572
MH0088_GL0056821	K01443
MH0307_GL0190370	K16554
MH0307_GL0190370	K00903
MH0246_GL0073364	K13990
NLM017_GL0033007	K02003
NLM017_GL0033007	K09810
NLM017_GL0033007	K09812
MH0238_GL0049120	K00266
H31_gene_76338	K15460
L55_gene_188917	K02474
SRA03_contig:gene_id_45623	K02528
SRA03_contig:gene_id_45623	K01823
SRA03_contig:gene_id_45623	K03574
L38_gene_5116	K21572
S_P2_gene_352651	K03699
MH0357_GL0169373	K00981
L15_gene_6671	K07114
O2.UC38-0_GL0018814	K01206
HD-14:gene_id_7363	K00558
HD-43:gene_id_91096	K02946
V1.UC38-0_GL0065091	K18908
V1.UC38-0_GL0065091	K03327
HD-26:gene_id_38899	K14742
MH0238_GL0052057	K01126
V1.CD6-0-PT_GL0128663	K01869
O2.CD2-0_GL0048473	K03495
338793263-stool1_GL0003909	K17759
O2.UC8-0_GL0065323	K21573
MH0084_GL0020547	K15923
V1.FI18_GL0123035	K08961
L104_gene_52338	K01179
MH0428_GL0021481	K02004
MH0055_GL0032681	K12373
V1.CD24-0_GL0083814	K00390
HD-62:gene_id_12258	K17277
HD-56:gene_id_2111	K01649
MH0428_GL0137644	K03658
AS122:gene_id_3627	K15923
AS122:gene_id_3627	K03929
AS122:gene_id_3627	K01563
AS122:gene_id_3627	K03932
AS132:gene_id_3297	K07486
MH0321_GL0082918	K01179
MH0321_GL0082918	K01183
V1.UC21-4_GL0157312	K19422
V1.UC21-4_GL0157312	K21365
V1.UC21-4_GL0157312	K19002
V1.UC21-4_GL0157312	K16701
765560005-stool1_GL0055884	K01493
MH0321_GL0033966	K19427
H_P2_gene_339858	K03803
HD-8:gene_id_135472	K01951
O2.UC8-0_GL0005116	K00945
O2.UC8-0_GL0005116	K03292
MH0188_GL0199065	K07035
159571453-stool1_GL0058421	K19055
V1.UC31-4_GL0015800	K00762
MH0096_GL0006563	K19304
MH0280_GL0070895	K21365
MH0280_GL0070895	K19422
MH0055_GL0027136	K10231
MH0055_GL0027136	K04844
MH0055_GL0027136	K05342
V1.CD7-0-PN_GL0014400	K21065
L12_gene_57310	K02551
MH0374_GL0212718	K15923
550534656-stool1_GL0052192	K07713
MH0238_GL0104877	K16922
MH0428_GL0023372	K21572
MH0010_GL0019448	K03088
MH0238_GL0181542	K01515
MH0238_GL0181542	K03574
MH0238_GL0181542	K13522
MH0238_GL0181542	K03426
MH0350_GL0190485	K07407
HD-15:gene_id_1830	K21572
AS34:gene_id_31788	K01710
MH0350_GL0151769	K01778
MH0245_GL0171643	K10742
T2D-45A_GL0089343	K03296
MH0005_GL0017635	K04751
MH0131_GL0163589	K03499
L81_gene_24370	K00441
MH0094_GL0098514	K02015
T2D-113A_GL0075858	K11537
SRA02_contig:gene_id_98676	K13292
AS62:gene_id_26644	K01190
MH0055_GL0056121	K12340
MH0055_GL0056121	K18139
MH0238_GL0063526	K16692
O2.UC47-1_GL0184930	K05305
MH0010_GL0045591	K06194
MH0010_GL0045591	K21471
H31_gene_4732	K01768
H31_gene_4732	K20971
H31_gene_4732	K19694
H31_gene_4732	K03407
H31_gene_4732	K07679
MH0068_GL0024291	K18691
V1.FI36_GL0093517	K18815
O2.UC15-1_GL0004967	K07407
H22_gene_61203	K16089
MH0429_GL0148820	K01424
MH0131_GL0032898	K02227
H_P1_gene_658039	K06871
MH0010_GL0018026	K07085
Unknow_GL0008439	K02469
159571453-stool1_GL0081541	K21573
L44_gene_11012	K07489
HD-55:gene_id_84818	K03559
MH0217_GL0033220	K19419
O2.UC6-0_GL0052887	K03424
MH0427_GL0096893	K12132
MH0427_GL0096893	K08810
MH0427_GL0096893	K04427
O2.UC47-0_GL0108168	K00041
160400887-stool1_GL0214283	K01633
O2.UC36-0_GL0057963	K01738
MH0211_GL0083150	K00865
O2.CD1-0-PT_GL0098196	K13530
O2.CD1-0-PT_GL0098196	K02855
O2.CD1-0-PT_GL0098196	K07506
MH0131_GL0033701	K02238
O2.UC37-1_GL0149017	K01778
RA13_contig:gene_id_27552	K02004
MH0428_GL0110943	K09922
MH0417_GL0053181	K05799
MH0362_GL0098715	K02871
O2.UC12-1_GL0091241	K02031
O2.UC12-1_GL0091241	K02032
H65_gene_58003	K17828
MH0055_GL0073123	K01134
MH0055_GL0073123	K01138
MH0055_GL0073123	K01130
V1.UC12-4_GL0119520	K12373
763435843-stool1_GL0052218	K03496
NOM010_GL0033463	K01206
NOM010_GL0033463	K10804
V1.CD36-0_GL0047185	K00286
AS37:gene_id_3397	K00337
SRA03_contig:gene_id_12237	K19955
V1.CD2-0-PN_GL0103952	K03169
159571453-stool1_GL0035999	K15726
AS40:gene_id_18612	K01818
MH0188_GL0004622	K06881
V1.FI09_GL0138571	K03303
MH0224_GL0075362	K07334
O2.UC13-2_GL0099776	K03088
AS34:gene_id_44137	K00048
O2.UC41-1_GL0070130	K03088
T2D-47A_GL0067654	K18908
HD-58:gene_id_15008	K11071
O2.UC47-0_GL0012189	K02564
HD-48:gene_id_703	K06015
HD-48:gene_id_703	K01286
HD-48:gene_id_703	K21469
MH0053_GL0026338	K19286
MH0053_GL0026338	K19285
MH0053_GL0026338	K10678
T2D-135A_GL0006588	K02551
T2D-135A_GL0006588	K00075
MH0314_GL0168299	K02931
L13_gene_94639	K01710
MH0181_GL0096197	K00821
L70_gene_1873	K10026
HD-13:gene_id_29130	K07487
HD-13:gene_id_29130	K01990
MH0224_GL0032590	K07148
L104_gene_39733	K03306
AS121:gene_id_6402	K03642
MH0165_GL0057665	K01893
L104_gene_82985	K03296
V1.UC48-0_GL0030270	K03088
NOM005_GL0008842	K07258
NOM005_GL0008842	K01286
L70_gene_77403	K11927
T2D-20A_GL0027004	K20340
T2D-20A_GL0027004	K02477
RA01_contig:gene_id_8543	K21573
O2.UC60-0_GL0089310	K16698
O2.UC60-0_GL0089310	K20444
O2.UC60-0_GL0089310	K09809
O2.UC60-0_GL0089310	K12983
O2.UC60-0_GL0089310	K19354
O2.UC60-0_GL0089310	K18704
T2D-51A_GL0030091	K01696
MH0253_GL0070288	K00661
H65_gene_78976	K02078
S_P2_gene_440251	K19421
O2.UC38-1_GL0022242	K01958
O2.UC38-1_GL0022242	K01965
O2.UC38-1_GL0022242	K01960
O2.UC38-1_GL0022242	K01968
N042A_GL0071177	K01187
675950834-stool1_GL0125682	K21573
O2.UC47-0_GL0044149	K04068
AS40:gene_id_16613	K16089
AS40:gene_id_16613	K02014
AS40:gene_id_16613	K16092
MH0372_GL0008138	K06950
MH0188_GL0054052	K07258
MH0188_GL0054052	K01286
SRA00_contig:gene_id_65619	K08303
MH0055_GL0062586	K03525
S_P1_gene_109794	K04027
V1.UC23-0_GL0111936	K07165
H91_gene_75119	K00243
Unknow_GL0032753	K01216
RA02_contig:gene_id_45312	K06409
RA08_contig:gene_id_184087	K01808
O2.UC24-1_GL0140523	K19285
O2.UC24-1_GL0140523	K19286
V1.UC50-1_GL0188368	K13924
V1.UC50-1_GL0188368	K05962
V1.UC50-1_GL0188368	K07679
V1.UC50-1_GL0188368	K20974
V1.UC50-1_GL0188368	K07636
V1.UC50-1_GL0188368	K07678
V1.UC50-1_GL0188368	K11527
V1.UC50-1_GL0188368	K11357
V1.UC50-1_GL0188368	K03407
V1.UC50-1_GL0188368	K03320
MH0238_GL0177175	K13694
MH0238_GL0177175	K13695
MH0389_GL0087353	K03797
H93_gene_127695	K01790
MH0161_GL0013555	K00796
MH0010_GL0006487	K03587
MH0311_GL0116975	K05595
L115_gene_75458	K01992
V1.UC52-1_GL0191826	K06196
V1.UC52-1_GL0191826	K02199
V1.UC4-0_GL0099593	K04066
V1.UC26-4_GL0002728	K13924
V1.UC26-4_GL0002728	K11527
V1.UC26-4_GL0002728	K07679
V1.UC26-4_GL0002728	K03407
V1.UC26-4_GL0002728	K07647
V1.UC26-4_GL0002728	K05962
V1.UC26-4_GL0002728	K07678
V1.UC26-4_GL0002728	K03320
AS6:gene_id_47502	K07192
DLF013_GL0045333	K07149
DLF013_GL0045333	K01126
L123_gene_70582	K03741
AS34:gene_id_39862	K03703
V1.CD50-0_GL0218569	K03799
L68_gene_42133	K01790
V1.FI08_GL0041151	K19425
V1.FI08_GL0041151	K07481
V1.FI08_GL0041151	K12983
V1.FI08_GL0041151	K19427
V1.FI08_GL0041151	K09809
V1.FI08_GL0041151	K18704
765640925-stool1_GL0093089	K04518
AS136:gene_id_13429	K02668
AS136:gene_id_13429	K10125
AS136:gene_id_13429	K07701
AS136:gene_id_13429	K07710
AS136:gene_id_13429	K11691
AS136:gene_id_13429	K11637
AS136:gene_id_13429	K02482
MH0084_GL0004996	K21573
MH0246_GL0106494	K12132
MH0246_GL0106494	K13444
MH0246_GL0106494	K11912
HD-58:gene_id_18215	K19049
HD-58:gene_id_18215	K18581
MH0428_GL0013516	K02199
SRA03_contig:gene_id_419879	K09951
T2D-45A_GL0060355	K02015
MH0055_GL0073898	K07220
763536994-stool2_GL0102424	K02647
763536994-stool2_GL0102424	K09684
MH0109_GL0010575	K00784
O2.UC53-2_GL0103736	K03530
Unknow_GL0035632	K00342
765074482-stool2_GL0101578	K18691
AS84:gene_id_16041	K07651
AS84:gene_id_16041	K02482
AS84:gene_id_16041	K07648
160319967-stool1_GL0069317	K08316
MH0109_GL0020369	K03296
L115_gene_75306	K01358
NLM008_GL0046830	K01768
NLM008_GL0046830	K03407
NLM008_GL0046830	K19694
NLM008_GL0046830	K20971
159207311-stool1_GL0061974	K04763
159207311-stool1_GL0061974	K03733
MH0018_GL0014036	K05785
MH0398_GL0124952	K12373
O2.UC7-1_GL0040779	K06046
MH0160_GL0076574	K03561
MH0428_GL0148342	K21573
V1.UC64-0_GL0042021	K02066
T2D-41A_GL0129202	K01653
MH0238_GL0053849	K03832
O2.UC37-1_GL0094665	K02343
RA01_contig:gene_id_207067	K00703
O2.UC22-0_GL0029208	K21556
MH0192_GL0175662	K01493
MH0238_GL0170265	K13038
NOF014_GL0010246	K21471
MH0188_GL0026036	K00820
H_P2_gene_335676	K01952
MH0005_GL0006043	K08676
V1.UC64-0_GL0004984	K21573
V1.UC64-0_GL0004984	K07114
SRA02_contig:gene_id_381661	K02377
MH0398_GL0068237	K03733
MH0398_GL0068237	K04763
N028A_GL0056540	K07139
AS37:gene_id_3400	K00330
MH0055_GL0035611	K00330
MH0031_GL0000772	K03430
MH0031_GL0000772	K00894
MH0031_GL0000772	K14156
MH0031_GL0000772	K07251
MH0065_GL0030753	K00390
MH0065_GL0030753	K11717
T2D-45A_GL0121088	K04771
MH0266_GL0025093	K00645
MH0244_GL0085619	K05970
O2.UC60-0_GL0040882	K05886
O2.UC60-0_GL0040882	K16066
DLM007_GL0001125	K21572
MH0348_GL0107227	K04771
MH0348_GL0107227	K04691
MH0348_GL0107227	K08372
L34_gene_17638	K07391
MH0238_GL0183941	K21563
MH0238_GL0183941	K10914
MH0238_GL0183941	K21562
MH0238_GL0051178	K08884
MH0238_GL0051178	K08282
MH0238_GL0051178	K12132
O2.UC44-1_GL0149147	K07052
HD-58:gene_id_24080	K02014
HD-58:gene_id_24080	K21573
MH0013_GL0039470	K07407
MH0224_GL0142532	K03616
O2.UC30-0_GL0123937	K01069
O2.UC30-0_GL0123937	K00153
O2.UC30-0_GL0123937	K17725
MH0246_GL0064648	K00721
MH0246_GL0064648	K10012
765701615-stool1_GL0152928	K04763
L115_gene_28366	K21572
MH0211_GL0036631	K21573
V1.UC4-0_GL0056274	K07011
V1.UC4-0_GL0056274	K16650
T2D-33A_GL0075760	K13652
O2.UC35-1_GL0080691	K03976
764508039-stool1_GL0053605	K05520
764508039-stool1_GL0053605	K03152
MH0428_GL0198747	K04759
O2.UC9-1_GL0195294	K07696
MH0161_GL0124454	K07095
MH0411_GL0206583	K21573
HD-31:gene_id_56935	K21011
HD-31:gene_id_56935	K08256
160158126-stool2_GL0031426	K00347
O2.UC22-0_GL0015373	K05966
O2.UC22-0_GL0015373	K05799
O2.UC22-0_GL0015373	K00615
O2.UC22-0_GL0015373	K11475
O2.UC22-0_GL0015373	K11476
O2.UC22-0_GL0015373	K13654
HD-43:gene_id_8202	K01914
AS26:gene_id_13571	K07029
O2.UC41-1_GL0144615	K07665
O2.UC41-1_GL0144615	K02483
O2.UC41-1_GL0144615	K07666
O2.UC41-1_GL0144615	K07669
O2.UC41-1_GL0144615	K07775
MH0009_GL0032567	K07114
MH0010_GL0019714	K01179
O2.UC36-0_GL0082375	K00806
MH0224_GL0082687	K08316
MH0055_GL0057933	K00845
N075A_GL0016124	K01785
V1.CD1-0-PN_GL0145455	K01206
MH0355_GL0234625	K00078
T2D-45A_GL0137453	K01992
T2D-45A_GL0085679	K09015
DOF003_GL0043575	K03559
MH0246_GL0133062	K07684
MH0246_GL0133062	K07689
MH0246_GL0133062	K02479
MH0246_GL0133062	K20264
MH0246_GL0133062	K07692
MH0246_GL0133062	K14979
MH0130_GL0022238	K02879
MH0055_GL0016924	K00341
V1.UC8-0_GL0055124	K01992
MH0055_GL0052348	K03630
L75_gene_40377	K03654
MH0238_GL0145710	K01610
O2.UC12-1_GL0025287	K20074
T2D-45A_GL0068401	K07386
MH0010_GL0027738	K01265
AS128:gene_id_63957	K01051
AS128:gene_id_63957	K21571
AS128:gene_id_63957	K16628
AS128:gene_id_63957	K01727
V1.CD51-0_GL0065261	K06221
L70_gene_56838	K03827
L70_gene_56838	K03830
MH0224_GL0178617	K03499
H91_gene_27115	K21064
O2.UC36-1_GL0011780	K07456
764508039-stool1_GL0055171	K07221
MH0377_GL0148819	K08302
MH0377_GL0148819	K01624
T2D-29A_GL0104811	K21573
O2.UC37-1_GL0076971	K06187
L55_gene_115236	K02879
L104_gene_136832	K00974
L104_gene_136832	K18700
L104_gene_136832	K01715
MH0053_GL0048203	K01790
L63_gene_47434	K21575
MH0055_GL0037389	K03168
MH0010_GL0007376	K12340
MH0010_GL0007376	K12538
HD-58:gene_id_10477	K11105
HD-67:gene_id_4629	K01051
MH0114_GL0029722	K19068
L40_gene_35133	K01714
L123_gene_19344	K06338
L123_gene_19344	K16150
L123_gene_19344	K19422
L123_gene_19344	K21011
L123_gene_19344	K13004
MH0211_GL0066499	K03657
H_P1_gene_11730	K02029
H_P1_gene_11730	K02030
MH0253_GL0237989	K00239
MH0001_GL0006667	K03321
MH0055_GL0034925	K13075
H13_gene_66310	K21573
MH0236_GL0009075	K00848
MH0236_GL0009075	K01629
O2.UC48-2_GL0113470	K09153
Unknow_GL0029487	K05601
HD-41:gene_id_6959	K03814
H103_gene_86318	K01639
MH0211_GL0094498	K00096
T2D-45A_GL0035328	K01872
T2D-63A_GL0032900	K01809
T2D-63A_GL0032900	K05350
MH0055_GL0012906	K03654
MH0428_GL0072901	K01358
V1.UC4-5_GL0118712	K06188
L115_gene_9459	K01447
T2D-45A_GL0113514	K00678
DLM001_GL0061486	K01738
T2D-47A_GL0068157	K01181
T2D-47A_GL0068157	K01051
O2.UC38-1_GL0069705	K07496
MH0426_GL0099551	K03625
MH0246_GL0027528	K07403
V1.UC33-0_GL0086658	K00800
SRA02_contig:gene_id_27802	K00928
L62_gene_31191	K01791
V1.UC35-0_GL0019745	K00012
T2D-45A_GL0064937	K03307
T2D-45A_GL0064937	K14388
T2D-45A_GL0064937	K17391
T2D-45A_GL0064937	K14385
T2D-45A_GL0064937	K14386
AS17:gene_id_6689	K03269
MH0131_GL0173976	K02118
L68_gene_3398	K07114
MH0338_GL0164792	K03665
T2D-45A_GL0043143	K03495
O2.UC49-0_GL0144703	K03798
V1.CD8-0-PN_GL0067294	K10947
MH0001_GL0013050	K02014
MH0001_GL0013050	K16089
MH0001_GL0013050	K16092
MH0357_GL0017647	K09903
MH0188_GL0191216	K11991
MH0188_GL0191216	K01176
MH0188_GL0191216	K01208
S_P2_gene_95921	K17360
S_P2_gene_95921	K01073
MH0003_GL0091035	K01206
L20_gene_16229	K00554
V1.UC25-0_GL0011683	K01744
159268001-stool2_GL0101383	K21471
DOM003_GL0024748	K07484
MH0264_GL0103751	K01657
MH0006_GL0055032	K02945
MH0205_GL0098123	K07001
MH0238_GL0059026	K06131
L7_gene_6706	K03106
O2.UC8-0_GL0111190	K12524
